id,establishment_id,delivery_way,payment_type,enviado_em
2198,4028,Entrega,Dinheiro,2020-05-02 20:04:13.004480
2199,1254,Retirar,Débito,2020-05-02 20:16:42.125268
2200,7252,Entrega,Dinheiro,2020-05-02 20:09:54.188747
2201,7252,Entrega,Dinheiro,2020-05-02 20:09:54.244170
2202,11413,Entrega,Débito,2020-05-02 20:11:06.183846
2203,5315,Entrega,Crédito,2020-05-02 20:12:03.038787
2204,1084,Retirar,Débito,2020-05-02 20:27:16.376870
2205,1254,Retirar,Débito,2020-05-02 20:28:45.228405
2206,6513,Entrega,Dinheiro,2020-05-02 20:34:30.525767
2207,6513,Entrega,Débito,2020-05-02 20:39:33.162738
2208,4028,Retirar,Dinheiro,2020-05-02 20:52:20.525803
2209,6513,Entrega,Dinheiro,2020-05-02 20:51:24.460463
2210,4028,Entrega,Crédito,2020-05-02 20:53:31.931739
2211,6513,Entrega,Débito,2020-05-02 20:53:42.783354
2212,3936,Entrega,Débito,2020-05-02 21:03:09.527880
2213,4028,Entrega,Dinheiro,2020-05-02 21:14:53.302488
2214,1254,Entrega,Débito,2020-05-02 21:19:01.225513
2215,4028,Retirar,Débito,2020-05-02 21:21:50.284652
2216,4028,Entrega,Dinheiro,2020-05-02 21:23:21.827469
2217,4028,Entrega,Dinheiro,2020-05-02 21:32:05.540818
2218,6513,Entrega,Dinheiro,2020-05-02 21:38:04.024922
2219,5004,Entrega,Débito,2020-05-02 21:48:05.165821
2220,1254,Retirar,Crédito,2020-05-02 22:00:50.941675
2221,1254,Entrega,Crédito,2020-05-02 22:01:49.043897
2222,1254,Entrega,Débito,2020-05-02 22:06:24.992289
2223,6513,Entrega,Crédito,2020-05-02 22:19:21.439416
2224,10840,Entrega,Crédito,2020-05-02 22:39:29.999371
2225,4028,Retirar,Débito,2020-05-02 22:51:05.317089
2226,225,Entrega,Dinheiro,2020-05-02 23:19:39.727575
2227,4028,Entrega,Crédito,2020-05-02 23:38:24.928960
2228,4028,Retirar,Crédito,2020-05-02 23:42:12.549356
2229,5004,Entrega,Dinheiro,2020-05-03 12:12:21.421297
2230,5004,Entrega,Crédito,2020-05-03 12:55:14.149508
2231,3095,Retirar,Crédito,2020-05-03 13:06:08.465554
2232,10896,Retirar,Dinheiro,2020-05-03 13:14:22.059698
2233,4246,Entrega,Débito,2020-05-03 13:37:53.297243
2234,5315,Entrega,Crédito,2020-05-03 14:33:42.999836
2235,4246,Retirar,Dinheiro,2020-05-03 15:06:27.966187
2236,8240,Entrega,Débito,2020-05-03 15:21:28.632563
2237,8240,Entrega,Débito,2020-05-03 16:12:31.701587
2238,8240,Entrega,Crédito,2020-05-03 16:23:34.269437
2239,8240,Entrega,Débito,2020-05-03 16:43:41.331414
2240,8240,Entrega,Dinheiro,2020-05-03 16:49:04.518737
2241,8240,Entrega,Débito,2020-05-03 17:04:57.543230
2242,8240,Entrega,Dinheiro,2020-05-03 17:07:53.804391
2243,225,Entrega,Crédito,2020-05-03 17:14:00.748890
2244,4627,Entrega,Débito,2020-05-03 17:58:23.653828
2245,4246,Entrega,Débito,2020-05-03 18:19:00.505413
2246,1254,Retirar,Crédito,2020-05-03 18:25:41.018489
2247,8240,Entrega,Débito,2020-05-03 18:31:46.826658
2248,6513,Entrega,Dinheiro,2020-05-03 18:43:04.333389
2249,4028,Entrega,Débito,2020-05-03 18:47:20.891922
2250,4028,Entrega,Dinheiro,2020-05-03 18:49:03.538306
2251,8240,Entrega,Crédito,2020-05-03 18:53:29.819170
2252,1084,Entrega,Débito,2020-05-03 18:52:28.808076
2253,225,Entrega,Crédito,2020-05-03 18:56:35.728104
2254,8802,Entrega,Dinheiro,2020-05-03 19:02:59.742953
2255,4028,Entrega,Dinheiro,2020-05-03 19:03:30.579055
2256,8240,Entrega,Débito,2020-05-03 19:12:26.346852
2257,8240,Entrega,Débito,2020-05-03 19:12:28.022560
2258,225,Entrega,Crédito,2020-05-03 19:12:39.088628
2259,4028,Entrega,Dinheiro,2020-05-03 19:21:18.511942
2260,1254,Entrega,Crédito,2020-05-03 19:17:31.436536
2261,2623,Entrega,Dinheiro,2020-05-03 19:20:14.325184
2262,1761,Entrega,Crédito,2020-05-03 19:24:24.432505
2263,8240,Entrega,Débito,2020-05-03 19:24:50.704093
2264,6513,Entrega,Dinheiro,2020-05-03 19:38:57.293960
2265,1761,Retirar,Crédito,2020-05-03 19:45:02.108523
2266,1254,Entrega,Dinheiro,2020-05-03 19:48:24.071298
2267,4028,Entrega,Dinheiro,2020-05-03 19:48:46.745761
2268,2623,Entrega,Débito,2020-05-03 19:50:40.651002
2269,1254,Entrega,Dinheiro,2020-05-03 19:57:57.717654
2270,6513,Entrega,Débito,2020-05-03 20:03:30.263254
2271,3902,Entrega,Dinheiro,2020-05-03 20:15:03.263620
2272,2623,Entrega,Dinheiro,2020-05-03 20:20:56.178685
2273,1761,Entrega,Débito,2020-05-03 20:28:30.494846
2274,3902,Entrega,Dinheiro,2020-05-03 20:23:59.683864
2275,8240,Entrega,Débito,2020-05-03 20:25:53.598809
2276,6513,Entrega,Débito,2020-05-03 20:43:04.380286
2277,1254,Entrega,Débito,2020-05-03 20:34:58.474923
2278,5004,Entrega,Débito,2020-05-03 20:41:58.053975
2279,8240,Entrega,Débito,2020-05-03 20:44:33.239055
2280,6513,Entrega,Dinheiro,2020-05-03 20:57:30.747417
2281,11617,Retirar,Débito,2020-05-03 20:59:21.306271
2282,3936,Retirar,Débito,2020-05-03 21:07:04.447198
2283,8240,Entrega,Débito,2020-05-03 21:34:10.219860
2284,4028,Entrega,Dinheiro,2020-05-03 21:37:37.541903
2285,6513,Entrega,Débito,2020-05-03 21:56:22.448843
2286,6513,Entrega,Dinheiro,2020-05-03 21:58:38.433677
2287,6513,Entrega,Dinheiro,2020-05-03 22:05:12.113504
2288,4028,Entrega,Dinheiro,2020-05-03 22:11:28.032308
2289,4028,Entrega,Débito,2020-05-03 22:14:42.264706
2290,4028,Retirar,Dinheiro,2020-05-03 23:00:01.550049
2291,4028,Entrega,Dinheiro,2020-05-03 23:29:17.597633
2292,4028,Entrega,Débito,2020-05-03 23:38:33.025661
2293,4627,Entrega,Débito,2020-05-04 08:07:45.738747
2294,8240,Entrega,Crédito,2020-05-04 09:00:39.887108
2295,8240,Entrega,Débito,2020-05-04 09:32:44.421825
2296,8240,Entrega,Crédito,2020-05-04 09:33:07.991593
2297,11688,Entrega,Dinheiro,2020-05-04 09:46:39.671101
2298,11688,Entrega,Dinheiro,2020-05-04 10:12:36.061492
2299,8240,Entrega,Débito,2020-05-04 10:15:26.034308
2300,9386,Retirar,Dinheiro,2020-05-04 10:17:49.616859
2301,11688,Entrega,Crédito,2020-05-04 10:19:09.465649
2302,11688,Entrega,Débito,2020-05-04 10:19:16.734574
2303,11688,Entrega,Crédito,2020-05-04 10:20:58.366231
2304,11688,Entrega,Crédito,2020-05-04 10:21:06.910166
2305,11688,Entrega,Débito,2020-05-04 10:21:12.385394
2306,8240,Entrega,Débito,2020-05-04 10:22:11.503449
2307,11688,Entrega,Crédito,2020-05-04 10:22:18.649348
2308,11688,Entrega,Crédito,2020-05-04 10:22:41.733508
2309,4627,Entrega,Crédito,2020-05-04 10:24:36.170883
2310,11688,Entrega,Débito,2020-05-04 10:28:50.787284
2311,11688,Entrega,Crédito,2020-05-04 10:41:55.390820
2312,3300,Entrega,Crédito,2020-05-04 10:36:04.000743
2313,11688,Entrega,Dinheiro,2020-05-04 10:52:34.467161
2314,4627,Entrega,Dinheiro,2020-05-04 10:43:43.547268
2315,11688,Entrega,Crédito,2020-05-04 10:45:53.170010
2316,8240,Entrega,Débito,2020-05-04 11:04:35.292900
2317,4479,Entrega,Crédito,2020-05-04 11:04:48.556198
2318,3300,Entrega,Dinheiro,2020-05-04 11:09:06.190429
2319,1084,Entrega,Débito,2020-05-04 11:13:13.182109
2320,1084,Retirar,Crédito,2020-05-04 11:16:09.808994
2321,5315,Entrega,Crédito,2020-05-04 11:23:17.471915
2322,11688,Entrega,Crédito,2020-05-04 11:23:47.575467
2323,1084,Retirar,Débito,2020-05-04 11:27:05.524997
2324,4627,Entrega,Débito,2020-05-04 11:52:39.025120
2325,1084,Entrega,Dinheiro,2020-05-04 11:34:15.634283
2326,4627,Entrega,Débito,2020-05-04 11:34:58.851594
2327,1084,Retirar,Dinheiro,2020-05-04 11:40:30.830487
2328,3300,Entrega,Débito,2020-05-04 12:07:09.015455
2329,3300,Entrega,Débito,2020-05-04 12:09:47.974274
2330,3300,Entrega,Crédito,2020-05-04 12:11:59.200001
2331,1084,Entrega,Dinheiro,2020-05-04 12:19:20.782529
2332,3300,Retirar,Crédito,2020-05-04 12:35:35.860644
2333,3300,Entrega,Crédito,2020-05-04 12:42:47.145585
2334,4246,Entrega,Débito,2020-05-04 12:40:59.708749
2335,3975,Entrega,Débito,2020-05-04 12:56:52.993492
2336,8240,Entrega,Débito,2020-05-04 13:03:44.530877
2337,3300,Retirar,Crédito,2020-05-04 13:13:23.332772
2338,11688,Retirar,Débito,2020-05-04 13:17:38.022347
2339,11688,Entrega,Crédito,2020-05-04 14:08:33.933301
2340,8240,Entrega,Débito,2020-05-04 14:24:42.835260
2341,8240,Entrega,Débito,2020-05-04 15:05:38.310240
2342,4246,Entrega,Débito,2020-05-04 15:16:58.527015
2343,8240,Entrega,Débito,2020-05-04 15:21:40.538692
2344,3521,Entrega,Crédito,2020-05-04 15:26:36.999360
2345,3521,Entrega,Dinheiro,2020-05-04 15:28:37.175455
2346,8240,Entrega,Crédito,2020-05-04 15:30:54.432395
2347,8240,Entrega,Crédito,2020-05-04 15:41:34.761904
2348,3300,Entrega,Débito,2020-05-04 16:13:32.169272
2349,3300,Entrega,Débito,2020-05-04 16:17:26.379810
2350,8240,Entrega,Crédito,2020-05-04 16:36:28.314400
2351,8240,Entrega,Crédito,2020-05-04 16:37:58.082261
2352,4246,Entrega,Débito,2020-05-04 16:47:32.688438
2353,8240,Entrega,Débito,2020-05-04 17:04:13.575285
2354,6018,Entrega,Crédito,2020-05-04 17:06:02.172304
2355,8240,Entrega,Débito,2020-05-04 17:07:22.251943
2356,8240,Entrega,Crédito,2020-05-04 17:32:49.073894
2357,4028,Retirar,Crédito,2020-05-04 18:03:51.535903
2358,4028,Retirar,Crédito,2020-05-04 18:12:47.753290
2359,3300,Entrega,Débito,2020-05-04 18:18:11.632149
2360,8240,Entrega,Débito,2020-05-04 18:18:47.211666
2361,5805,Retirar,Crédito,2020-05-04 19:09:10.809594
2362,8240,Entrega,Dinheiro,2020-05-04 19:11:30.505348
2363,4246,Entrega,Crédito,2020-05-04 19:21:00.528407
2364,8240,Entrega,Débito,2020-05-04 19:23:42.510994
2365,4028,Entrega,Débito,2020-05-04 19:45:16.144725
2366,8240,Retirar,Débito,2020-05-04 20:05:13.856550
2367,8056,Retirar,Débito,2020-05-04 20:02:17.782378
2368,8240,Entrega,Crédito,2020-05-04 20:09:22.722577
2369,744,Retirar,Débito,2020-05-04 20:34:59.208353
2370,744,Retirar,Débito,2020-05-04 20:39:06.043766
2371,4028,Entrega,Débito,2020-05-04 20:45:05.330686
2372,4028,Entrega,Débito,2020-05-04 20:46:57.568110
2373,4028,Entrega,Débito,2020-05-04 20:48:59.854791
2374,4028,Entrega,Dinheiro,2020-05-04 22:17:23.170407
2375,4479,Entrega,Crédito,2020-05-04 23:54:15.580973
2376,4627,Entrega,Dinheiro,2020-05-05 08:56:58.761853
2377,11688,Retirar,Débito,2020-05-05 10:00:34.372819
2378,3975,Entrega,Débito,2020-05-05 10:08:58.947989
2379,11688,Retirar,Dinheiro,2020-05-05 10:16:47.560770
2380,11688,Entrega,Crédito,2020-05-05 10:17:37.716709
2381,11688,Entrega,Débito,2020-05-05 10:20:30.926874
2382,3975,Entrega,Crédito,2020-05-05 10:22:57.167770
2383,11688,Entrega,Crédito,2020-05-05 10:23:23.963491
2384,11688,Entrega,Débito,2020-05-05 10:24:48.487751
2385,11688,Entrega,Crédito,2020-05-05 10:25:05.609562
2386,11688,Entrega,Débito,2020-05-05 10:27:03.684555
2387,11688,Entrega,Débito,2020-05-05 10:27:32.191667
2388,8240,Entrega,Débito,2020-05-05 10:28:23.936158
2389,11688,Entrega,Dinheiro,2020-05-05 10:29:40.191100
2390,11688,Entrega,Crédito,2020-05-05 10:30:30.810984
2391,11688,Retirar,Débito,2020-05-05 10:31:44.021123
2392,11688,Entrega,Crédito,2020-05-05 10:57:47.640689
2393,11688,Entrega,Crédito,2020-05-05 10:37:08.802575
2394,11688,Entrega,Débito,2020-05-05 10:37:59.801804
2395,8240,Retirar,Débito,2020-05-05 10:44:42.201121
2396,11688,Entrega,Crédito,2020-05-05 10:45:45.365700
2397,11688,Entrega,Débito,2020-05-05 10:47:04.481618
2398,11688,Entrega,Débito,2020-05-05 10:52:06.511762
2399,11688,Entrega,Débito,2020-05-05 11:01:30.112479
2400,11688,Entrega,Débito,2020-05-05 11:06:24.122622
2401,9386,Retirar,Dinheiro,2020-05-05 11:06:36.816342
2402,3300,Entrega,Débito,2020-05-05 11:05:00.608090
2403,9386,Retirar,Dinheiro,2020-05-05 11:08:44.719307
2404,3975,Entrega,Débito,2020-05-05 11:09:28.221709
2405,3300,Entrega,Débito,2020-05-05 11:11:34.823763
2406,1084,Entrega,Débito,2020-05-05 11:13:27.043469
2407,3300,Entrega,Dinheiro,2020-05-05 11:13:38.453192
2408,11688,Entrega,Dinheiro,2020-05-05 11:14:20.733917
2409,1084,Retirar,Crédito,2020-05-05 11:18:05.801454
2410,1084,Retirar,Débito,2020-05-05 11:18:10.023436
2411,1084,Retirar,Débito,2020-05-05 11:22:19.777263
2412,1084,Entrega,Dinheiro,2020-05-05 11:26:37.390216
2413,5315,Entrega,Crédito,2020-05-05 11:30:48.272934
2414,11688,Entrega,Dinheiro,2020-05-05 11:31:21.580048
2415,11688,Entrega,Crédito,2020-05-05 11:32:28.401420
2416,11688,Entrega,Crédito,2020-05-05 11:32:51.668658
2417,11688,Entrega,Débito,2020-05-05 11:33:38.866113
2418,1084,Retirar,Débito,2020-05-05 11:50:12.598716
2419,8240,Entrega,Débito,2020-05-05 11:44:24.680915
2420,3095,Retirar,Crédito,2020-05-05 11:49:17.666588
2421,11688,Entrega,Crédito,2020-05-05 11:51:49.689880
2422,3300,Entrega,Crédito,2020-05-05 11:57:04.343688
2423,11688,Entrega,Crédito,2020-05-05 11:59:01.398744
2424,8240,Retirar,Dinheiro,2020-05-05 12:00:46.947422
2425,11688,Entrega,Débito,2020-05-05 12:00:51.720979
2426,4246,Retirar,Crédito,2020-05-05 12:05:06.521137
2427,3300,Entrega,Débito,2020-05-05 12:07:09.642092
2428,3300,Entrega,Débito,2020-05-05 12:14:14.213069
2429,1084,Entrega,Dinheiro,2020-05-05 12:16:27.133000
2430,1084,Entrega,Dinheiro,2020-05-05 12:18:27.085007
2431,4246,Retirar,Dinheiro,2020-05-05 12:34:22.259384
2432,11688,Retirar,Dinheiro,2020-05-05 12:37:02.649533
2433,7479,Entrega,Débito,2020-05-05 12:38:12.176839
2434,7479,Entrega,Dinheiro,2020-05-05 12:40:35.407487
2435,7479,Entrega,Débito,2020-05-05 12:51:01.405051
2436,7479,Entrega,Débito,2020-05-05 12:41:08.982809
2437,7479,Entrega,Débito,2020-05-05 12:45:35.471378
2438,3300,Retirar,Crédito,2020-05-05 12:46:50.828509
2439,4627,Entrega,Débito,2020-05-05 12:47:28.071834
2440,7479,Entrega,Dinheiro,2020-05-05 12:55:50.198089
2441,1084,Retirar,Dinheiro,2020-05-05 12:53:20.797451
2442,11688,Entrega,Débito,2020-05-05 13:03:27.086709
2443,9386,Retirar,Dinheiro,2020-05-05 12:57:38.123117
2444,11688,Entrega,Dinheiro,2020-05-05 13:00:23.472900
2445,11688,Entrega,Dinheiro,2020-05-05 13:06:16.887302
2446,7479,Entrega,Débito,2020-05-05 13:24:37.640424
2447,11688,Entrega,Débito,2020-05-05 13:31:29.293652
2448,7479,Entrega,Dinheiro,2020-05-05 13:50:48.170767
2449,7479,Entrega,Dinheiro,2020-05-05 14:09:03.918804
2450,7479,Entrega,Crédito,2020-05-05 14:11:14.562026
2451,3300,Entrega,Débito,2020-05-05 14:11:19.542502
2452,7479,Entrega,Débito,2020-05-05 14:11:27.447468
2453,3095,Entrega,Débito,2020-05-05 14:44:07.916374
2454,4627,Entrega,Débito,2020-05-05 15:03:51.200867
2455,8240,Entrega,Débito,2020-05-05 15:04:22.684236
2456,7479,Entrega,Débito,2020-05-05 15:07:27.718235
2457,7479,Entrega,Dinheiro,2020-05-05 15:12:00.693218
2458,8240,Entrega,Débito,2020-05-05 15:12:18.909851
2459,8240,Entrega,Débito,2020-05-05 15:19:02.196780
2460,8240,Entrega,Débito,2020-05-05 15:35:02.847017
2461,7479,Entrega,Débito,2020-05-05 15:39:58.558355
2462,4479,Entrega,Crédito,2020-05-05 15:56:04.414815
2463,8240,Entrega,Crédito,2020-05-05 16:03:44.981441
2464,3300,Entrega,Débito,2020-05-05 16:08:51.050418
2465,7479,Entrega,Débito,2020-05-05 16:22:21.151759
2466,8240,Entrega,Crédito,2020-05-05 16:24:33.657704
2467,7479,Entrega,Débito,2020-05-05 16:54:02.760934
2468,7479,Entrega,Dinheiro,2020-05-05 16:32:21.231581
2469,7479,Entrega,Dinheiro,2020-05-05 16:37:11.906078
2470,7479,Entrega,Débito,2020-05-05 16:50:08.161963
2471,7479,Entrega,Débito,2020-05-05 16:54:50.968920
2472,8240,Entrega,Débito,2020-05-05 17:00:15.299045
2473,1254,Entrega,Débito,2020-05-05 17:08:07.583785
2474,7479,Entrega,Dinheiro,2020-05-05 17:09:14.044114
2475,4627,Entrega,Débito,2020-05-05 17:13:07.792437
2476,8240,Entrega,Débito,2020-05-05 17:17:05.551125
2477,7479,Entrega,Crédito,2020-05-05 17:20:51.833741
2478,8240,Entrega,Crédito,2020-05-05 17:37:04.572601
2479,4479,Entrega,Crédito,2020-05-05 18:13:17.964847
2480,4627,Entrega,Crédito,2020-05-05 18:14:55.532695
2481,4028,Entrega,Crédito,2020-05-05 18:21:50.334298
2482,5315,Entrega,Débito,2020-05-05 18:18:23.722124
2483,4028,Entrega,Débito,2020-05-05 18:24:06.729855
2484,4028,Entrega,Crédito,2020-05-05 18:34:29.159752
2485,4028,Entrega,Dinheiro,2020-05-05 18:36:57.866071
2486,1254,Entrega,Crédito,2020-05-05 18:42:35.533554
2487,1254,Entrega,Débito,2020-05-05 18:45:22.332085
2488,1254,Entrega,Crédito,2020-05-05 18:46:13.174292
2489,4627,Entrega,Crédito,2020-05-05 18:46:22.550113
2490,1254,Entrega,Débito,2020-05-05 18:50:27.930617
2491,8240,Entrega,Débito,2020-05-05 18:57:24.694455
2492,4627,Entrega,Débito,2020-05-05 18:52:41.173459
2493,8240,Entrega,Débito,2020-05-05 18:52:45.767078
2494,1254,Entrega,Crédito,2020-05-05 19:06:00.965923
2495,1254,Entrega,Débito,2020-05-05 18:59:12.719615
2496,8240,Entrega,Débito,2020-05-05 18:59:50.182058
2497,4246,Entrega,Dinheiro,2020-05-05 19:02:14.908353
2498,1761,Entrega,Crédito,2020-05-05 19:05:27.496390
2499,1254,Entrega,Dinheiro,2020-05-05 19:10:48.480820
2500,8240,Entrega,Crédito,2020-05-05 19:12:01.866908
2501,1761,Retirar,Débito,2020-05-05 19:15:35.990867
2502,1254,Entrega,Dinheiro,2020-05-05 19:22:58.590666
2503,1254,Entrega,Débito,2020-05-05 19:27:59.127449
2504,6513,Entrega,Débito,2020-05-05 19:35:39.741185
2505,1254,Entrega,Débito,2020-05-05 19:43:43.978428
2506,8240,Entrega,Crédito,2020-05-05 19:45:08.460965
2507,4627,Entrega,Débito,2020-05-05 19:49:16.188719
2508,4028,Retirar,Dinheiro,2020-05-05 19:52:08.104577
2509,4627,Entrega,Crédito,2020-05-05 19:58:03.974493
2510,4028,Entrega,Crédito,2020-05-05 19:58:24.847181
2511,4028,Entrega,Dinheiro,2020-05-05 20:03:11.683554
2512,1254,Entrega,Débito,2020-05-05 20:09:25.658335
2513,744,Retirar,Crédito,2020-05-05 20:16:06.095568
2514,8240,Entrega,Débito,2020-05-05 20:17:54.312684
2515,1254,Entrega,Dinheiro,2020-05-05 20:21:01.875414
2516,1254,Entrega,Débito,2020-05-05 20:26:33.634418
2517,1761,Entrega,Dinheiro,2020-05-05 20:31:32.427623
2518,6513,Entrega,Dinheiro,2020-05-05 20:33:47.362733
2519,4028,Retirar,Crédito,2020-05-05 20:36:25.357598
2520,8240,Entrega,Débito,2020-05-05 20:37:02.886136
2521,4028,Retirar,Débito,2020-05-05 20:39:07.428930
2522,1254,Entrega,Dinheiro,2020-05-05 20:43:37.352557
2523,4028,Entrega,Débito,2020-05-05 20:44:01.649216
2524,4028,Entrega,Dinheiro,2020-05-05 20:54:52.910401
2525,1761,Entrega,Crédito,2020-05-05 20:50:12.571009
2526,4028,Retirar,Crédito,2020-05-05 21:12:13.128794
2527,8240,Retirar,Débito,2020-05-05 21:01:50.660929
2528,8240,Entrega,Débito,2020-05-05 21:16:40.635601
2529,1254,Entrega,Débito,2020-05-05 21:27:06.255356
2530,6513,Entrega,Crédito,2020-05-05 21:29:31.208859
2531,4028,Entrega,Dinheiro,2020-05-05 21:37:27.328814
2532,4028,Entrega,Dinheiro,2020-05-05 21:37:39.613325
2533,4627,Entrega,Crédito,2020-05-05 21:49:17.495147
2534,4028,Retirar,Dinheiro,2020-05-05 22:01:59.480091
2535,4627,Entrega,Crédito,2020-05-05 22:29:27.635395
2536,6513,Entrega,Débito,2020-05-05 22:35:59.617540
2537,4028,Retirar,Débito,2020-05-05 22:40:42.559039
2538,4627,Entrega,Crédito,2020-05-05 22:53:31.030350
2539,4028,Entrega,Débito,2020-05-05 23:00:08.268659
2540,4479,Retirar,Crédito,2020-05-05 23:28:40.992330
2541,4028,Entrega,Dinheiro,2020-05-05 23:38:25.061985
2542,8240,Entrega,Dinheiro,2020-05-06 09:00:07.337038
2543,3975,Entrega,Débito,2020-05-06 10:06:27.301002
2544,8240,Entrega,Débito,2020-05-06 10:11:15.866247
2545,4627,Entrega,Débito,2020-05-06 10:13:31.088643
2546,11688,Entrega,Crédito,2020-05-06 10:18:20.133050
2547,11688,Entrega,Débito,2020-05-06 10:20:16.194932
2548,11688,Entrega,Débito,2020-05-06 10:21:06.162470
2549,11688,Entrega,Débito,2020-05-06 10:22:17.164515
2550,3975,Entrega,Débito,2020-05-06 10:23:49.150347
2551,11688,Entrega,Débito,2020-05-06 10:23:57.928341
2552,3975,Entrega,Dinheiro,2020-05-06 10:24:02.366838
2553,11688,Entrega,Débito,2020-05-06 10:25:26.724593
2554,11688,Entrega,Crédito,2020-05-06 10:25:41.556837
2555,3975,Entrega,Débito,2020-05-06 10:27:29.061363
2556,11688,Retirar,Débito,2020-05-06 10:32:32.611294
2557,8240,Entrega,Débito,2020-05-06 10:35:58.032647
2558,11688,Entrega,Dinheiro,2020-05-06 10:35:58.267960
2559,11688,Entrega,Crédito,2020-05-06 10:37:01.155225
2560,3975,Entrega,Crédito,2020-05-06 10:38:11.456901
2561,11688,Retirar,Débito,2020-05-06 10:38:25.554386
2562,4627,Entrega,Débito,2020-05-06 10:42:56.946910
2563,1084,Retirar,Débito,2020-05-06 10:43:43.519067
2564,4627,Entrega,Crédito,2020-05-06 10:47:30.709889
2565,3300,Entrega,Dinheiro,2020-05-06 10:50:09.294683
2566,11688,Entrega,Dinheiro,2020-05-06 10:51:30.017005
2567,3300,Entrega,Débito,2020-05-06 10:52:13.749133
2568,11688,Entrega,Débito,2020-05-06 10:52:33.625888
2569,3975,Entrega,Débito,2020-05-06 10:53:40.401416
2570,4627,Entrega,Débito,2020-05-06 10:54:16.711779
2571,11688,Entrega,Débito,2020-05-06 11:02:16.045388
2572,3300,Entrega,Dinheiro,2020-05-06 11:03:37.956204
2573,1084,Retirar,Débito,2020-05-06 11:04:09.086233
2574,3300,Entrega,Débito,2020-05-06 11:07:21.373284
2575,11688,Entrega,Débito,2020-05-06 11:12:23.468920
2576,9386,Retirar,Dinheiro,2020-05-06 11:16:10.996672
2577,11688,Entrega,Débito,2020-05-06 11:16:27.328026
2578,3300,Entrega,Débito,2020-05-06 11:24:17.331678
2579,1084,Entrega,Dinheiro,2020-05-06 11:24:36.325958
2580,3300,Entrega,Débito,2020-05-06 11:25:32.698305
2581,11688,Entrega,Crédito,2020-05-06 11:35:22.713388
2582,3300,Entrega,Débito,2020-05-06 11:43:03.596182
2583,11688,Entrega,Dinheiro,2020-05-06 11:43:34.645751
2584,1084,Entrega,Débito,2020-05-06 11:38:09.059122
2585,3300,Entrega,Débito,2020-05-06 11:46:25.608452
2586,3300,Entrega,Crédito,2020-05-06 11:47:03.249343
2587,3300,Entrega,Débito,2020-05-06 11:47:23.973506
2588,11688,Entrega,Dinheiro,2020-05-06 11:48:59.074289
2589,3300,Entrega,Crédito,2020-05-06 11:49:29.317140
2590,3300,Entrega,Débito,2020-05-06 11:52:05.237482
2591,1084,Entrega,Dinheiro,2020-05-06 11:55:19.681441
2592,1084,Retirar,Crédito,2020-05-06 11:57:20.733208
2593,1084,Retirar,Débito,2020-05-06 12:02:08.919392
2594,4627,Retirar,Crédito,2020-05-06 12:02:46.535604
2595,3975,Entrega,Dinheiro,2020-05-06 12:14:48.498611
2596,9386,Retirar,Débito,2020-05-06 12:19:31.413937
2597,11688,Entrega,Débito,2020-05-06 12:20:39.661874
2598,3095,Entrega,Débito,2020-05-06 12:24:19.722485
2599,3300,Entrega,Débito,2020-05-06 12:24:40.968930
2600,9386,Retirar,Crédito,2020-05-06 12:28:59.694681
2601,3095,Entrega,Crédito,2020-05-06 12:37:38.459256
2602,4627,Retirar,Crédito,2020-05-06 12:43:39.719683
2603,11688,Entrega,Crédito,2020-05-06 12:33:11.714661
2604,1084,Retirar,Débito,2020-05-06 12:33:13.548402
2605,11688,Entrega,Débito,2020-05-06 12:35:29.651966
2606,1084,Retirar,Débito,2020-05-06 12:39:56.845947
2607,3300,Entrega,Débito,2020-05-06 12:45:16.161290
2608,11688,Retirar,Crédito,2020-05-06 12:48:29.766733
2609,3095,Entrega,Débito,2020-05-06 12:50:59.207259
2610,4627,Entrega,Crédito,2020-05-06 12:55:55.820286
2611,3300,Entrega,Débito,2020-05-06 13:00:23.218143
2612,11688,Entrega,Dinheiro,2020-05-06 13:05:48.055648
2613,3072,Retirar,Dinheiro,2020-05-06 13:06:07.485394
2614,7479,Retirar,Débito,2020-05-06 13:12:08.122463
2615,9386,Retirar,Dinheiro,2020-05-06 13:23:01.621596
2616,7479,Entrega,Dinheiro,2020-05-06 13:23:37.136694
2617,7479,Entrega,Dinheiro,2020-05-06 13:21:48.260795
2618,7479,Entrega,Débito,2020-05-06 13:25:14.004993
2619,3300,Retirar,Crédito,2020-05-06 13:26:23.133243
2620,4627,Entrega,Dinheiro,2020-05-06 13:31:19.635064
2621,7479,Entrega,Débito,2020-05-06 13:33:51.351173
2622,4627,Entrega,Crédito,2020-05-06 13:36:42.511533
2623,3300,Entrega,Débito,2020-05-06 13:43:50.935573
2624,7479,Entrega,Crédito,2020-05-06 13:49:18.212388
2625,7479,Entrega,Crédito,2020-05-06 13:49:46.068460
2626,4246,Entrega,Crédito,2020-05-06 14:23:00.006770
2627,7479,Entrega,Dinheiro,2020-05-06 14:19:36.926665
2628,8240,Entrega,Débito,2020-05-06 14:38:54.460022
2629,7479,Entrega,Débito,2020-05-06 14:50:08.459502
2630,9021,Entrega,Dinheiro,2020-05-06 14:53:05.497119
2631,7479,Entrega,Dinheiro,2020-05-06 14:58:52.361678
2632,7479,Entrega,Débito,2020-05-06 15:02:01.241882
2633,4627,Entrega,Crédito,2020-05-06 15:07:03.721182
